Status	Age	3275.94cm	2922.99cm	2853.55cm	1635.56cm	1540.09cm	1457.15cm	1379.04cm	1155.31	1076.23cm	1028.97cm	525.57cm
GR	old	0.03972	0.0864	0.06678	0.104	0.1002	0.08528	0.0849	0.09437	0.10586	0.11477	0.136
GR	old	0.05427	0.08655	0.06802	0.11463	0.1082	0.08422	0.08671	0.09269	0.12129	0.14217	0.15942
GR	old	0.07966	0.17102	0.12611	0.16064	0.15358	0.13116	0.12684	0.1477	0.16989	0.18553	0.21533
GR	old	0.09069	0.17344	0.1311	0.19052	0.18472	0.14805	0.14877	0.15234	0.18024	0.1849	0.23467
GR	old	0.06915	0.13205	0.10353	0.12884	0.126	0.11147	0.1106	0.11894	0.1517	0.16954	0.18872
GR	old	0.06963	0.09486	0.07504	0.13134	0.1234	0.09539	0.09722	0.09659	0.13008	0.15019	0.16041
GR	old	0.1148	0.19671	0.14537	0.22128	0.20645	0.167	0.16191	0.1807	0.20365	0.22013	0.26347
GR	old	0.0753	0.18715	0.13852	0.15903	0.15185	0.13681	0.12844	0.15505	0.17422	0.18594	0.21876
GR	old	0.0974	0.17674	0.12836	0.20339	0.18089	0.14641	0.13943	0.15883	0.18258	0.18771	0.23627
GR	old	0.07111	0.16354	0.12226	0.14137	0.13646	0.12317	0.1214	0.14333	0.16884	0.18962	0.2105
GR	old	0.09498	0.12717	0.09701	0.15065	0.13891	0.11031	0.11106	0.1199	0.15861	0.18597	0.19844
GR	old	0.09997	0.1901	0.14316	0.20439	0.19853	0.16106	0.15931	0.16329	0.19938	0.21229	0.26223
GR	old	0.09247	0.19548	0.1479	0.17732	0.17055	0.15097	0.15152	0.17563	0.21091	0.24782	0.25755
GR	old	0.07154	0.11301	0.09102	0.12993	0.12917	0.10119	0.11674	0.1046	0.13481	0.14785	0.16249
GR	old	0.08214	0.18447	0.13811	0.16143	0.15621	0.1412	0.13365	0.15956	0.1727	0.17939	0.21189
GR	old	0.10692	0.19072	0.14369	0.18775	0.18038	0.15009	0.14589	0.1593	0.19868	0.22696	0.25855
GR	old	0.06389	0.10268	0.07992	0.10324	0.09741	0.08554	0.08977	0.10043	0.13046	0.15429	0.16697
GR	old	0.11465	0.18629	0.1362	0.20198	0.17928	0.14773	0.14537	0.17962	0.23237	0.27487	0.29466
GR	old	0.09216	0.17216	0.12866	0.15719	0.14875	0.12329	0.1199	0.13117	0.17059	0.1922	0.2155
GR	old	0.10887	0.18841	0.13916	0.20642	0.19695	0.16005	0.15512	0.16653	0.1884	0.20011	0.25108
GR	old	0.09947	0.14957	0.11396	0.15658	0.14709	0.11953	0.11853	0.12388	0.15649	0.18038	0.20343
GR	old	0.06226	0.15205	0.11426	0.12423	0.11845	0.1131	0.10534	0.13328	0.13656	0.14376	0.16991
GR	old	0.07272	0.14424	0.10784	0.15352	0.1476	0.12433	0.12081	0.13224	0.1488	0.16	0.18684
GR	old	0.07305	0.15377	0.11526	0.14705	0.13633	0.11819	0.11482	0.13737	0.15334	0.16497	0.20059
GR	old	0.0754	0.17575	0.13503	0.15547	0.15362	0.13751	0.13531	0.14451	0.17579	0.19462	0.21713
GR	old	0.10235	0.1476	0.11326	0.17261	0.16221	0.13039	0.13152	0.13963	0.18385	0.22022	0.23053
GR	old	0.06021	0.08977	0.07349	0.11777	0.10408	0.08693	0.09321	0.09498	0.12697	0.14357	0.15935
SF	old	0.03955	0.12422	0.08955	0.07372	0.06865	0.07307	0.06779	0.09608	0.10002	0.11281	0.11843
SF	old	0.0873	0.13587	0.10495	0.12502	0.1123	0.1016	0.10249	0.12151	0.16433	0.20188	0.19174
SF	old	0.0873	0.13587	0.10495	0.12502	0.1123	0.1016	0.10249	0.12151	0.16433	0.20188	0.19174
SF	old	0.05457	0.14052	0.10415	0.07719	0.07121	0.07952	0.07214	0.10397	0.1137	0.12682	0.12524
SF	old	0.06066	0.09558	0.07568	0.09638	0.08955	0.07887	0.07937	0.08331	0.12287	0.14496	0.13805
SF	old	0.05224	0.09017	0.07147	0.09216	0.08561	0.07631	0.07483	0.08535	0.1076	0.12174	0.1269
SF	old	0.07298	0.13765	0.10516	0.13092	0.11814	0.10513	0.10246	0.11555	0.1511	0.17824	0.1783
SF	old	0.07661	0.08056	0.06496	0.14442	0.13567	0.09778	0.10224	0.08694	0.13051	0.14315	0.17776
SF	old	0.07838	0.13609	0.10383	0.13597	0.12589	0.10905	0.1088	0.1155	0.15579	0.18184	0.17969
SF	old	0.0552	0.07056	0.05548	0.09363	0.08394	0.06914	0.07321	0.0753	0.10721	0.12671	0.13186
SF	old	0.03881	0.06176	0.04955	0.08039	0.07519	0.06129	0.06225	0.06858	0.09562	0.11043	0.12059
SF	old	0.07384	0.16313	0.12229	0.1333	0.12318	0.11875	0.1136	0.13931	0.16962	0.19473	0.20716
SF	old	0.06315	0.1476	0.1103	0.12011	0.11289	0.10418	0.09977	0.11806	0.1375	0.15348	0.17314
SF	old	0.07429	0.12017	0.09247	0.09877	0.08741	0.08004	0.07986	0.0928	0.12494	0.14858	0.14006
SF	old	0.04456	0.06934	0.05481	0.08411	0.07915	0.06573	0.06622	0.07189	0.09372	0.11069	0.11959
SF	old	0.10654	0.2001	0.14588	0.14799	0.13226	0.1296	0.12449	0.17273	0.19787	0.23701	0.23264
SF	old	0.06034	0.15226	0.11497	0.10099	0.09324	0.09669	0.09196	0.12249	0.14687	0.17177	0.17433
SF	old	0.05919	0.16856	0.12374	0.10905	0.09881	0.10442	0.09367	0.13617	0.1341	0.14644	0.1608
SF	old	0.09656	0.19775	0.14625	0.14297	0.13323	0.12336	0.11835	0.14738	0.17946	0.21264	0.21106
SF	old	0.10485	0.20256	0.15096	0.17278	0.15378	0.14403	0.13632	0.17438	0.21035	0.23731	0.23453
SF	old	0.06996	0.08945	0.07227	0.08907	0.08299	0.07198	0.07421	0.0786	0.10928	0.12874	0.13475
SF	old	0.08214	0.15558	0.11841	0.12733	0.1184	0.11012	0.10958	0.12886	0.16637	0.19946	0.2034
SF	old	0.05283	0.14286	0.10716	0.08273	0.07567	0.08322	0.07824	0.10905	0.12097	0.14197	0.1356
SF	old	0.07207	0.16742	0.12483	0.12026	0.1105	0.10792	0.10145	0.12674	0.14655	0.16767	0.17148
SF	old	0.0792	0.17348	0.12823	0.11092	0.09715	0.1044	0.10105	0.14246	0.18146	0.21853	0.20492
SF	old	0.09695	0.12978	0.10059	0.12538	0.10782	0.09739	0.098	0.11753	0.16746	0.20897	0.18427
SF	old	0.05017	0.09326	0.07107	0.07802	0.07051	0.06749	0.06628	0.08467	0.10543	0.12533	0.12706
SF	old	0.07584	0.17184	0.12767	0.13229	0.12496	0.11606	0.11204	0.13236	0.15594	0.17428	0.18925
SF	old	0.05122	0.17579	0.1298	0.10299	0.09307	0.10389	0.09368	0.1395	0.14108	0.1555	0.15855
BF	old	0.05803	0.15236	0.11191	0.11057	0.10392	0.09771	0.09178	0.11657	0.12126	0.12548	0.13929
BF	old	0.06142	0.08074	0.06302	0.12455	0.11887	0.08396	0.0846	0.0789	0.09467	0.09826	0.13047
BF	old	0.08546	0.16464	0.1214	0.16789	0.1578	0.1246	0.12191	0.13756	0.1561	0.16957	0.20511
BF	old	0.09896	0.17623	0.1317	0.18562	0.17411	0.1418	0.14132	0.15108	0.17774	0.19318	0.23396
BF	old	0.0938	0.17427	0.12769	0.19027	0.1799	0.13759	0.1348	0.14821	0.16003	0.16699	0.22157
BF	old	0.09192	0.14099	0.10739	0.16665	0.15579	0.1176	0.11684	0.11991	0.13546	0.14751	0.1857
BF	old	0.09729	0.12573	0.09649	0.18068	0.17061	0.11621	0.11403	0.10799	0.11921	0.12153	0.17578
BF	old	0.1041	0.15747	0.11831	0.19122	0.18389	0.13804	0.13858	0.13994	0.16323	0.18269	0.2362
BF	old	0.07629	0.1381	0.1035	0.14184	0.13634	0.11143	0.10888	0.12389	0.13629	0.14488	0.1747
BF	old	0.10875	0.13715	0.10281	0.20641	0.19446	0.13461	0.13563	0.12091	0.14513	0.14553	0.21365
BF	old	0.06015	0.09583	0.07353	0.10722	0.10042	0.07971	0.07971	0.08675	0.09965	0.10568	0.12772
BF	old	0.05708	0.09754	0.07301	0.10789	0.1033	0.08005	0.0797	0.085	0.09691	0.10292	0.13291
BF	old	0.05293	0.10317	0.07868	0.10606	0.10201	0.08559	0.08605	0.09027	0.10779	0.11012	0.13881
BF	old	0.07556	0.11183	0.08674	0.13734	0.13702	0.10188	0.10368	0.09487	0.11196	0.11266	0.14417
BF	old	0.0496	0.10569	0.07953	0.10908	0.10276	0.08938	0.08749	0.09536	0.10701	0.1087	0.13129
BF	old	0.07629	0.13048	0.0985	0.17142	0.16312	0.11912	0.11695	0.12019	0.13689	0.13801	0.18773
BF	old	0.07745	0.10492	0.08313	0.13497	0.12716	0.09974	0.10038	0.09311	0.11946	0.12662	0.15831
BF	old	0.0902	0.11151	0.08607	0.17261	0.16507	0.11273	0.11395	0.10196	0.12434	0.12359	0.1818
GR	old	0.04606	0.0862	0.06749	0.10404	0.10098	0.08275	0.0821	0.08947	0.10272	0.11185	0.13013
GR	old	0.03905	0.13309	0.09912	0.09048	0.08712	0.08624	0.08135	0.10977	0.10315	0.10557	0.12247
GR	old	0.09002	0.16568	0.12514	0.16699	0.15929	0.12681	0.12378	0.146	0.16687	0.18769	0.19566
GR	old	0.07955	0.13253	0.09896	0.13096	0.11844	0.10182	0.09976	0.12989	0.15448	0.18571	0.19041
GR	old	0.07926	0.19339	0.14251	0.15878	0.15217	0.13524	0.13003	0.15464	0.1781	0.19539	0.21895
GR	old	0.07503	0.1882	0.13735	0.13848	0.13053	0.12057	0.11206	0.14507	0.15572	0.16977	0.19313
GR	old	0.05919	0.13709	0.10485	0.12384	0.12109	0.11057	0.10613	0.12321	0.13191	0.14298	0.16619
GR	old	0.10111	0.22576	0.16758	0.18291	0.17657	0.15674	0.15834	0.1878	0.20038	0.211	0.23708
GR	old	0.06001	0.13974	0.10682	0.1034	0.09583	0.09706	0.09414	0.12552	0.14335	0.1643	0.16673
GR	old	0.07367	0.22416	0.16327	0.1591	0.15692	0.15042	0.14127	0.18082	0.17793	0.18389	0.21448
GR	old	0.07973	0.17543	0.12903	0.14873	0.13796	0.12482	0.12052	0.15299	0.17857	0.20314	0.22399
GR	old	0.03302	0.13123	0.09645	0.09089	0.08986	0.08841	0.08387	0.10828	0.1058	0.10651	0.12205
GR	old	0.07	0.19329	0.14208	0.15046	0.14506	0.13696	0.12966	0.15762	0.16242	0.16556	0.19923
GR	old	0.07978	0.15197	0.11375	0.14508	0.13617	0.11018	0.1065	0.12413	0.14534	0.16553	0.16904
GR	old	0.0817	0.20415	0.14918	0.17835	0.17445	0.15407	0.14974	0.17699	0.18481	0.19314	0.24313
GR	old	0.05909	0.10576	0.07817	0.08274	0.07444	0.06859	0.06642	0.09077	0.10919	0.12905	0.13219
GR	old	0.0953	0.22521	0.16461	0.14165	0.12883	0.13584	0.12708	0.18946	0.21049	0.24654	0.24422
GR	old	0.09546	0.20737	0.154	0.21678	0.19582	0.1602	0.15245	0.17738	0.19733	0.19891	0.25339
GR	old	0.1009	0.20532	0.15282	0.23206	0.20768	0.16532	0.15798	0.17933	0.2073	0.20933	0.26706
GR	old	0.08108	0.20979	0.15341	0.16242	0.15027	0.1406	0.12654	0.16946	0.1726	0.17929	0.205
GR	old	0.08433	0.19857	0.14438	0.17567	0.16538	0.14224	0.13556	0.1684	0.19234	0.21542	0.24214
GR	old	0.05102	0.1229	0.09369	0.08959	0.08558	0.08311	0.07715	0.10081	0.10429	0.11229	0.11753
GR	old	0.09962	0.1858	0.14225	0.19528	0.19544	0.15322	0.16576	0.16354	0.19178	0.21255	0.24972
GR	old	0.03987	0.13173	0.09869	0.09136	0.09021	0.0881	0.08331	0.10512	0.11119	0.11839	0.13636
GR	old	0.08389	0.19273	0.14174	0.17119	0.16639	0.14365	0.1387	0.1575	0.17562	0.18562	0.2232
GR	old	0.07743	0.14305	0.10728	0.12686	0.12002	0.09934	0.09685	0.10718	0.13256	0.1487	0.16145
GR	old	0.09877	0.18284	0.13787	0.15374	0.13936	0.12737	0.12406	0.15371	0.20997	0.25185	0.24614
GR	old	0.05896	0.15202	0.11273	0.12916	0.12395	0.10924	0.10973	0.13334	0.14734	0.16142	0.17694
GR	old	0.09091	0.17585	0.12952	0.17998	0.17299	0.14065	0.14078	0.15475	0.1793	0.1973	0.2252
GR	old	0.07245	0.17096	0.12491	0.13863	0.12719	0.12117	0.11446	0.16157	0.1688	0.19198	0.20798
GR	old	0.10951	0.12834	0.09757	0.14072	0.12904	0.10629	0.10959	0.11972	0.16293	0.19723	0.19705
GR	old	0.08104	0.08908	0.07118	0.14305	0.13226	0.0971	0.10261	0.10057	0.14822	0.17307	0.19383
GR	old	0.10468	0.18269	0.1347	0.2097	0.19733	0.16079	0.16032	0.17917	0.21	0.23692	0.2758
GR	old	0.05782	0.09188	0.07215	0.13437	0.12715	0.10105	0.10248	0.1021	0.11959	0.12817	0.16713
GR	old	0.06148	0.10344	0.07933	0.13825	0.13271	0.1003	0.09998	0.10493	0.12279	0.13142	0.16116
GR	old	0.04722	0.12434	0.09227	0.11164	0.11067	0.10051	0.09939	0.12035	0.11731	0.11895	0.14555
GR	old	0.10003	0.17491	0.12871	0.16975	0.15598	0.13261	0.13122	0.16222	0.19192	0.22742	0.24769
GR	old	0.11242	0.21221	0.15948	0.21307	0.20359	0.16316	0.17034	0.18569	0.20996	0.22265	0.26326
GR	old	0.08676	0.11965	0.0907	0.13585	0.12231	0.09951	0.10139	0.12205	0.15542	0.18693	0.18377
BF	old	0.12628	0.17477	0.13048	0.25412	0.24642	0.17876	0.17806	0.16696	0.19554	0.19101	0.27473
BF	old	0.10254	0.12351	0.09541	0.2177	0.21137	0.14612	0.14824	0.12807	0.14954	0.14091	0.22393
BF	old	0.21652	0.16806	0.12339	0.3169	0.30017	0.20556	0.20735	0.1624	0.21173	0.18924	0.44119
BF	old	0.07997	0.14842	0.11242	0.20037	0.20035	0.15688	0.15626	0.14343	0.16436	0.1548	0.229
BF	old	0.1139	0.15931	0.11906	0.25939	0.2505	0.17613	0.17249	0.15773	0.17326	0.15438	0.25982
BF	old	0.09272	0.14387	0.1073	0.22193	0.20745	0.14433	0.1426	0.14286	0.1588	0.15645	0.23324
BF	old	0.12704	0.15301	0.11573	0.26364	0.2578	0.17023	0.old	0.13916	0.16155	0.14408	0.25279
BF	old	0.10276	0.18797	0.13652	0.24784	0.23434	0.16464	0.15504	0.16753	0.17718	0.15704	0.25022
BF	old	0.24347	0.14137	0.09822	0.36623	0.3619	0.18288	0.1887	0.12744	0.16878	0.13887	0.45752
BF	old	0.10709	0.12944	0.09546	0.21352	0.20406	0.13289	0.1309	0.1121	0.12746	0.11146	0.20007
BF	old	0.15629	0.17246	0.12408	0.29802	0.28886	0.18172	0.1822	0.16281	0.20466	0.19416	0.38823
BF	old	0.1235	0.15287	0.11124	0.27953	0.26309	0.16757	0.16523	0.14607	0.15364	0.13542	0.27779
BF	old	0.12877	0.1761	0.13003	0.26665	0.25221	0.17678	0.18253	0.17288	0.21701	0.22915	0.31161
BF	old	0.12214	0.18625	0.1372	0.23401	0.22306	0.16706	0.16367	0.16266	0.18814	0.18663	0.26676
BF	old	0.13424	0.12206	0.09253	0.2594	0.25765	0.1555	0.16692	0.12377	0.16416	0.14065	0.30178
GR	old	0.05189	0.21143	0.15378	0.13371	0.12724	0.13277	0.11885	0.16659	0.15974	0.16093	0.18967
GR	old	0.05169	0.17713	0.13478	0.1187	0.12193	0.11815	0.11497	0.13783	0.14089	0.14896	0.17144
GR	old	0.06179	0.1292	0.09842	0.10399	0.0939	0.08948	0.08451	0.11326	0.14063	0.16904	0.16583
GR	old	0.04938	0.13706	0.10107	0.11915	0.10925	0.10447	0.09622	0.1282	0.1231	0.12472	0.15016
GR	old	0.03571	0.08753	0.06934	0.09554	0.09944	0.08422	0.08833	0.08903	0.09888	0.10136	0.13179
GR	old	0.04051	0.12408	0.09809	0.09971	0.10683	0.09873	0.09879	0.10659	0.11326	0.11941	0.14923
GR	old	0.067	0.17141	0.12879	0.12104	0.1146	0.11215	0.10363	0.1406	0.14627	0.16964	0.17633
GR	old	0.03748	0.08365	0.06967	0.07071	0.07827	0.0721	0.07941	0.08004	0.08698	0.095	0.11109
GR	old	0.05284	0.14144	0.10832	0.09987	0.10129	0.09601	0.09386	0.11123	0.10953	0.11564	0.13453
GR	old	0.05733	0.14853	0.11543	0.10761	0.1091	0.10565	0.09975	0.12014	0.12017	0.13298	0.14975
GR	old	0.06559	0.20806	0.15456	0.14067	0.13684	0.13732	0.12412	0.16439	0.15846	0.16233	0.18547
GR	old	0.07722	0.21493	0.16154	0.17401	0.17063	0.15886	0.14827	0.17871	0.18233	0.18647	0.22883
GR	old	0.08788	0.20728	0.15541	0.16923	0.16243	0.15228	0.14069	0.16999	0.18117	0.19367	0.22408
GR	old	0.05897	0.2045	0.15237	0.12206	0.11787	0.13306	0.11548	0.16394	0.1367	0.13677	0.16258
GR	old	0.08568	0.17227	0.13522	0.14923	0.14737	0.12993	0.1301	0.13751	0.16229	0.18807	0.19895
GR	old	0.07155	0.13349	0.10621	0.13683	0.1366	0.11699	0.11522	0.1113	0.1248	0.13179	0.16232
GR	old	0.07411	0.13898	0.10726	0.12015	0.11199	0.10142	0.0941	0.11771	0.13441	0.15114	0.16066
GR	old	0.05944	0.13605	0.10585	0.12783	0.12861	0.11079	0.11047	0.11696	0.13669	0.15239	0.18502
GR	old	0.07504	0.21089	0.15668	0.14717	0.13928	0.13953	0.1266	0.1669	0.175	0.19098	0.20916
GR	old	0.08929	0.22357	0.17109	0.17316	0.18413	0.1688	0.16532	0.1792	0.19233	0.2073	0.2468
GR	old	0.07589	0.17964	0.13446	0.13996	0.1324	0.12352	0.11506	0.14778	0.15379	0.17832	0.19952
GR	old	0.07195	0.21644	0.16316	0.14167	0.14084	0.14114	0.13395	0.16815	0.16637	0.17483	0.19731
GR	old	0.06515	0.19922	0.15187	0.14947	0.15442	0.14355	0.14127	0.16253	0.16357	0.17327	0.21312
GR	old	0.0881	0.18498	0.13958	0.13025	0.11759	0.11754	0.11209	0.15438	0.1939	0.23947	0.2299
GR	old	0.07647	0.1621	0.12146	0.13529	0.12263	0.11514	0.10777	0.1451	0.15949	0.18824	0.19669
GR	old	0.07749	0.15042	0.1137	0.13975	0.1314	0.11635	0.10906	0.11875	0.12214	0.12812	0.16002
GR	old	0.07236	0.19123	0.1459	0.1503	0.14871	0.13955	0.13116	0.15569	0.16264	0.16919	0.18478
GR	old	0.08359	0.18486	0.14121	0.14229	0.13543	0.13038	0.12318	0.15455	0.1679	0.19789	0.20442
GR	old	0.05944	0.16893	0.12746	0.14226	0.14027	0.12545	0.1253	0.14766	0.14868	0.16245	0.19053
GR	old	0.07666	0.12906	0.09831	0.11913	0.11019	0.09767	0.09125	0.1185	0.12512	0.14561	0.15684
GR	old	0.07653	0.17598	0.13274	0.14853	0.14272	0.13074	0.12399	0.1489	0.15639	0.17128	0.20043
GR	old	0.07632	0.19995	0.14936	0.14678	0.1413	0.14133	0.12668	0.16136	0.14942	0.1553	0.18368
GR	old	0.0961	0.13551	0.10416	0.10225	0.08898	0.08972	0.09029	0.11846	0.1511	0.19139	0.1886
GR	old	0.08403	0.19037	0.14277	0.15314	0.14545	0.13164	0.125	0.15507	0.17535	0.20468	0.2224
GR	old	0.08348	0.17159	0.13412	0.16022	0.15821	0.13419	0.13773	0.14589	0.17707	0.20266	0.2226
GR	old	0.07449	0.10337	0.08242	0.10295	0.09451	0.07733	0.07776	0.08026	0.11244	0.13691	0.13955
GR	old	0.08113	0.17075	0.12778	0.1182	0.10848	0.10518	0.09781	0.13051	0.15505	0.18354	0.1877
SF	old	0.06282	0.1613	0.11995	0.12828	0.12185	0.11403	0.10978	0.14155	0.15418	0.17285	0.19328
SF	old	0.06542	0.14557	0.11002	0.11182	0.10619	0.09923	0.09714	0.1164	0.13784	0.1593	0.16811
SF	old	0.09611	0.10308	0.083	0.13104	0.11872	0.09342	0.09695	0.09718	0.14387	0.17457	0.17189
SF	old	0.07237	0.10419	0.08318	0.11377	0.10796	0.08845	0.09044	0.09007	0.13116	0.15049	0.15802
SF	old	0.07257	0.17257	0.12635	0.13486	0.12275	0.11803	0.11137	0.15267	0.16158	0.18049	0.20026
SF	old	0.05871	0.17155	0.12592	0.10506	0.09921	0.10259	0.09476	0.13204	0.14727	0.16815	0.18061
SF	old	0.0525	0.17057	0.12262	0.10464	0.09588	0.09813	0.08897	0.1311	0.12516	0.13626	0.15282
SF	old	0.06656	0.19183	0.13906	0.11171	0.10314	0.10635	0.09862	0.14428	0.15441	0.17497	0.18075
SF	old	0.05204	0.13387	0.10025	0.09711	0.09238	0.08691	0.08358	0.10697	0.11971	0.13672	0.14902
SF	old	0.04289	0.09805	0.07369	0.07419	0.0673	0.06142	0.0587	0.07289	0.08035	0.09056	0.1134
SF	old	0.09695	0.18022	0.13483	0.14101	0.12989	0.12244	0.11949	0.15246	0.18419	0.22018	0.22177
SF	old	0.07954	0.14093	0.10597	0.13434	0.12354	0.10952	0.10961	0.13232	0.16255	0.19195	0.20742
SF	old	0.04425	0.15022	0.11094	0.09901	0.09144	0.09537	0.08827	0.129	0.12701	0.13616	0.15301
SF	old	0.08094	0.18402	0.13639	0.14595	0.13655	0.12608	0.12097	0.15193	0.18223	0.21554	0.22795
SF	old	0.08165	0.20376	0.15096	0.1689	0.15705	0.14975	0.14011	0.177	0.1832	0.19634	0.23133
SF	old	0.08154	0.19937	0.14459	0.14152	0.13037	0.12621	0.11991	0.17024	0.18943	0.21802	0.22684
SF	old	0.07039	0.18067	0.13065	0.111	0.10037	0.10476	0.09694	0.14783	0.14937	0.17084	0.17689
SF	old	0.06898	0.16611	0.12152	0.1273	0.11649	0.11124	0.10385	0.14716	0.15167	0.17036	0.18515
SF	old	0.07942	0.19662	0.14127	0.14897	0.1383	0.12774	0.12005	0.15945	0.16205	0.17691	0.20497
SF	old	0.06933	0.14269	0.10733	0.09138	0.08362	0.08058	0.07705	0.09675	0.12115	0.14274	0.14005
SF	old	0.04954	0.09095	0.06964	0.06265	0.05644	0.05814	0.0575	0.0773	0.09506	0.11282	0.11389
SF	old	0.09366	0.16936	0.12543	0.17558	0.16514	0.13547	0.13342	0.15557	0.1858	0.21463	0.23854
SF	old	0.05277	0.0747	0.05958	0.09352	0.08854	0.07063	0.07316	0.08012	0.10762	0.12865	0.13556
SF	old	0.06388	0.12892	0.09622	0.11068	0.10273	0.09216	0.09	0.11593	0.13255	0.15021	0.16385
SF	old	0.06118	0.10243	0.07973	0.11756	0.11273	0.09488	0.09439	0.10132	0.12143	0.13833	0.16992
SF	old	0.10195	0.18315	0.14084	0.179	0.16541	0.14606	0.14137	0.15171	0.19495	0.22352	0.24632
SF	old	0.05531	0.10122	0.07901	0.08873	0.08259	0.07934	0.07763	0.09871	0.11654	0.13946	0.14336
SF	old	0.05742	0.11439	0.0904	0.10859	0.1054	0.09463	0.09176	0.10784	0.13473	0.15492	0.16863
SF	old	0.0847	0.1426	0.11188	0.17557	0.16666	0.13677	0.13447	0.13409	0.16552	0.17858	0.21493
SF	old	0.06688	0.14659	0.1114	0.11647	0.10888	0.10262	0.09741	0.12867	0.14334	0.16668	0.18299
SF	old	0.05624	0.13787	0.1074	0.10791	0.10533	0.10255	0.0973	0.11981	0.12784	0.14948	0.16709
SF	old	0.03965	0.10925	0.08411	0.10406	0.0996	0.09368	0.08769	0.11487	0.10934	0.11864	0.15223
SF	old	0.12793	0.18818	0.14001	0.22433	0.21159	0.16137	0.15808	0.17012	0.23521	0.26888	0.32531
SF	old	0.17094	0.19824	0.14952	0.26366	0.24577	0.17796	0.17679	0.18392	0.27534	0.32866	0.37372
SF	old	0.06391	0.13878	0.10491	0.12986	0.12659	0.11364	0.10741	0.12428	0.14268	0.15359	0.18394
SF	old	0.13251	0.20263	0.14983	0.20116	0.18896	0.15214	0.14498	0.16865	0.21177	0.23629	0.28338
SF	old	0.15542	0.21178	0.15981	0.21556	0.20368	0.1638	0.15725	0.1794	0.26487	0.30463	0.33974
SF	old	0.13312	0.19409	0.14582	0.22302	0.21132	0.16406	0.1633	0.17127	0.25108	0.29387	0.33836
SF	old	0.10324	0.16581	0.1234	0.16799	0.1583	0.13102	0.12823	0.14333	0.1935	0.22531	0.24008
SF	old	0.09731	0.18426	0.13573	0.16982	0.16471	0.14122	0.13471	0.1598	0.18766	0.20452	0.25352
SF	old	0.07242	0.20431	0.15083	0.14086	0.13201	0.13092	0.11587	0.16916	0.19533	0.21638	0.23945
SF	old	0.05618	0.14741	0.11136	0.1212	0.12084	0.11848	0.10831	0.13428	0.14005	0.14766	0.17114
SF	old	0.15848	0.20594	0.15616	0.23421	0.22226	0.17611	0.17233	0.18531	0.25857	0.30723	0.34032
SF	old	0.18814	0.19559	0.15222	0.22194	0.20242	0.16146	0.15612	0.17759	0.29769	0.36448	0.39195
SF	old	0.08693	0.15773	0.11972	0.14391	0.13613	0.12016	0.11133	0.13837	0.14713	0.16674	0.19524
SF	old	0.12369	0.16783	0.12937	0.18913	0.18026	0.14281	0.13849	0.15166	0.19022	0.2263	0.27117
SF	old	0.22711	0.17089	0.13692	0.27711	0.24458	0.1761	0.18136	0.17732	0.3224	0.43342	0.48251
SF	old	0.1679	0.1591	0.12562	0.20562	0.185	0.14477	0.14128	0.15822	0.23665	0.30235	0.31306
SF	old	0.13976	0.15981	0.12504	0.21848	0.20621	0.15374	0.15074	0.15496	0.21733	0.26852	0.32039
SF	old	0.15042	0.17423	0.13595	0.2199	0.20288	0.15752	0.15318	0.17037	0.24404	0.30857	0.34476
SF	old	0.08709	0.13343	0.10524	0.14234	0.13365	0.11697	0.10644	0.13508	0.15524	0.1898	0.21371
SF	old	0.15851	0.1681	0.12618	0.25202	0.23755	0.1659	0.16951	0.15901	0.24082	0.28123	0.36002
SF	old	0.06446	0.10049	0.07598	0.08373	0.08063	0.06823	0.06569	0.07277	0.09113	0.10078	0.11146
SF	old	0.14286	0.18904	0.14264	0.1865	0.17508	0.14394	0.14391	0.15813	0.229	0.27124	0.29914
SF	old	0.06533	0.11705	0.0895	0.1081	0.10325	0.09183	0.08808	0.10457	0.12618	0.13909	0.15421
SF	old	0.13067	0.18407	0.13657	0.2264	0.21571	0.1589	0.15995	0.15966	0.24237	0.27872	0.34353
SF	old	0.06613	0.11889	0.09132	0.12292	0.11541	0.0977	0.09598	0.10784	0.14607	0.16671	0.18056
SF	old	0.1069	0.179	0.13294	0.19599	0.18983	0.14855	0.14688	0.15316	0.2094	0.23784	0.29742
SF	old	0.1217	0.18354	0.13859	0.23299	0.22336	0.16516	0.16538	0.16419	0.2426	0.28428	0.35253
SF	old	0.08128	0.1362	0.10454	0.13231	0.12545	0.10821	0.10123	0.12538	0.13909	0.15884	0.18105
SF	old	0.1767	0.20107	0.15618	0.30238	0.27927	0.19439	0.20221	0.18885	0.29125	0.35516	0.42891
SF	old	0.17193	0.18177	0.14219	0.2482	0.22651	0.17568	0.17455	0.17718	0.28032	0.3585	0.38878
SF	old	0.10155	0.14404	0.11112	0.1568	0.14453	0.12363	0.11758	0.14192	0.17133	0.21049	0.23292
SF	old	0.10952	0.16085	0.12339	0.19988	0.1923	0.14867	0.14211	0.15143	0.18634	0.21835	0.26884
SF	old	0.12161	0.1606	0.1242	0.19248	0.18232	0.14151	0.13548	0.15341	0.19613	0.23743	0.27765
SF	old	0.20149	0.1824	0.14414	0.24708	0.2226	0.16832	0.17063	0.18045	0.29813	0.3914	0.42353
SF	old	0.14379	0.19695	0.14989	0.2215	0.21291	0.1702	0.15976	0.17978	0.21815	0.25755	0.30623
