Status	Real age	Species	Age	time stored	3855.53371	3400.35314	3275.94998	2922.99216	2853.55784	1900.76462	1745.50175	1635.56407	1540.09188	1457.15644	1379.04282	1306.7154	1235.35235	1155.31	1076.23202	1028.97811	880.4658	525.57926	401.17609
SF	4	AR	4	5	0.01521	0.04003	0.0548	0.06051	0.04994	0.0164	0.02319	0.09079	0.08558	0.0647	0.06901	0.06303	0.06441	0.06612	0.10015	0.12051	0.05961	0.11595	0.01326
SF	4	AR	4	5	0.01241	0.04	0.05573	0.1105	0.0844	0.01729	0.05497	0.10686	0.09964	0.08956	0.08907	0.08261	0.09055	0.09665	0.12518	0.14583	0.0769	0.14923	0.04522
SF	4	AR	4	5	0.01099	0.04309	0.06648	0.11776	0.08785	0.01624	0.05171	0.15162	0.14258	0.10868	0.10923	0.09885	0.11134	0.10807	0.14229	0.15191	0.08083	0.1746	0.11253
SF	4	AR	4	5	0.00864	0.06557	0.09003	0.14413	0.10822	0.01411	0.06918	0.12933	0.11595	0.10892	0.10898	0.10214	0.10851	0.12377	0.18236	0.2207	0.09891	0.19198	0.13719
SF	4	AR	4	5	0.011	0.04602	0.06648	0.17878	0.1294	0.01715	0.09956	0.13589	0.1238	0.11609	0.10893	0.10077	0.11556	0.1378	0.17323	0.19544	0.09473	0.20467	0.13886
SF	4	AR	4	5	0.00883	0.04819	0.06667	0.12075	0.09109	0.01371	0.05795	0.10799	0.10105	0.09261	0.08987	0.08445	0.09213	0.09869	0.13891	0.16408	0.07644	0.14697	0.06276
SF	4	AR	4	5	0.01165	0.04156	0.05995	0.11854	0.09081	0.01806	0.04865	0.12276	0.11756	0.10087	0.09984	0.09185	0.10082	0.09706	0.13352	0.15041	0.07832	0.14993	0.13206
SF	4	AR	4	5	0.016	0.05069	0.06893	0.09553	0.07645	0.01998	0.04064	0.10948	0.10307	0.08741	0.08908	0.08296	0.08782	0.08853	0.12846	0.15489	0.07487	0.1649	0.15999
SF	4	AR	4	5	0.00991	0.04066	0.05813	0.13247	0.09741	0.01529	0.07108	0.11798	0.11111	0.09807	0.09442	0.08688	0.09727	0.1126	0.1411	0.16389	0.07919	0.17014	0.0927
SF	4	AR	4	5	0.01221	0.0552	0.07253	0.12188	0.09257	0.0168	0.0644	0.09982	0.09022	0.08853	0.08712	0.08157	0.0875	0.10474	0.15019	0.18202	0.08382	0.17576	0.15111
SF	4	AR	4	5	0.01126	0.04575	0.06506	0.16472	0.12035	0.01702	0.08998	0.12892	0.11924	0.1149	0.10827	0.10095	0.11495	0.13269	0.16352	0.19211	0.0901	0.18938	0.16214
SF	5	AR	5	27	0.00565	0.07236	0.10865	0.14321	0.10751	0.01467	0.05226	0.18494	0.16749	0.12693	0.13457	0.12533	0.13165	0.1304	0.20113	0.23962	0.10154	0.22151	0.31183
SF	5	AR	5	27	0.00336	0.04234	0.06355	0.11917	0.08878	0.01133	0.05082	0.12608	0.11253	0.09583	0.09944	0.09022	0.10121	0.10769	0.13942	0.15802	0.07534	0.14261	0.18377
SF	5	AR	5	27	0.00532	0.05926	0.08573	0.1733	0.12621	0.01505	0.07139	0.1508	0.1313	0.12364	0.12467	0.11483	0.12827	0.13992	0.18899	0.22779	0.09794	0.23347	0.26534
SF	7	AR	7	26	0.00626	0.03939	0.06002	0.15419	0.11138	0.01284	0.08084	0.13789	0.12662	0.11408	0.10982	0.10002	0.113	0.13021	0.15653	0.17656	0.08983	0.17982	0.14656
SF	7	AR	7	26	0.00463	0.0474	0.06896	0.14145	0.10299	0.01007	0.07556	0.13035	0.11068	0.10257	0.09783	0.08958	0.1019	0.12019	0.14898	0.17047	0.07607	0.16709	0.20686
SF	7	AR	7	26	0.00687	0.05653	0.08398	0.14037	0.10302	0.01437	0.05536	0.17615	0.16029	0.12396	0.12543	0.113	0.12516	0.12675	0.17554	0.19332	0.09432	0.23101	0.29506
SF	7	AR	7	26	0.01219	0.03648	0.0563	0.10528	0.07886	0.01679	0.04054	0.13484	0.12789	0.10005	0.10389	0.09256	0.10034	0.09679	0.12927	0.14052	0.07864	0.16644	0.16462
SF	7	AR	7	26	0.00581	0.04156	0.06185	0.15057	0.10963	0.01196	0.07763	0.13787	0.12463	0.11611	0.11112	0.10189	0.11634	0.12612	0.15086	0.1652	0.08612	0.19464	0.22744
SF	7	AR	7	26	0.00802	0.04229	0.06585	0.10671	0.07879	0.01352	0.03478	0.15447	0.14291	0.10648	0.11049	0.09851	0.10735	0.10163	0.13872	0.15185	0.07871	0.17917	0.08519
SF	7	AR	7	26	0.00868	0.05748	0.08114	0.09796	0.07791	0.01648	0.0368	0.15712	0.14838	0.11946	0.12588	0.11361	0.12228	0.11033	0.14677	0.15776	0.08769	0.18125	0.15643
SF	7	AR	7	26	0.00516	0.05246	0.07723	0.14739	0.10817	0.01132	0.08023	0.16098	0.14371	0.12391	0.12349	0.11145	0.12455	0.13965	0.17228	0.19063	0.09041	0.19701	0.09813
SF	7	AR	7	26	0.00553	0.05158	0.07444	0.14231	0.10455	0.01268	0.07178	0.1502	0.13408	0.11712	0.1157	0.10498	0.11496	0.12861	0.16791	0.19328	0.09352	0.20915	0.10472
SF	7	AR	7	26	0.00756	0.06506	0.09065	0.10196	0.07959	0.01404	0.03503	0.15547	0.13461	0.10687	0.11279	0.10199	0.10361	0.10465	0.16128	0.19238	0.08562	0.19389	0.27997
